@relation bank-additional-train-m-weka.filters.unsupervised.instance.RemovePercentage-P60.698-V

@attribute age {'\'(29.666667-41.333333]\'','\'(-inf-29.666667]\'','\'(53-64.666667]\'','\'(41.333333-53]\'','\'(76.333333-inf)\'','\'(64.666667-76.333333]\''}
@attribute job=retired numeric
@attribute contact {cellular,telephone}
@attribute month {jun,may,jul,sep,aug,apr,nov,oct,mar,dec}
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute duration numeric
@attribute y {yes,no}

@data
'\'(29.666667-41.333333]\'',0,cellular,jun,0.201007,-0.351313,nonexistent,-1.909631,-1.064478,-0.06549,-1.358657,-1.225523,0.017019,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.094702,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.034312,no
'\'(53-64.666667]\'',1,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,0.292217,1.283927,-1.708797,-2.141797,0.045292,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.049135,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.716804,0.836434,0.104859,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.771026,0.836434,0.023058,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.050782,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.012627,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.71738,0.836434,0.073291,no
'\'(29.666667-41.333333]\'',0,telephone,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.018391,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.77218,0.836434,0.108153,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.035685,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.015646,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.029646,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.239638,yes
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.716804,0.836434,0.032665,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.02745,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.01894,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.044194,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.322811,yes
'\'(53-64.666667]\'',1,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.044194,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.021136,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.006588,no
'\'(41.333333-53]\'',0,telephone,sep,0.201007,-0.351313,nonexistent,-2.229505,-2.072507,2.328637,-1.625733,-2.022342,0.105408,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.716804,0.332822,0.076311,no
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,-1.909631,-2.379748,1.9804,-1.59343,-1.225523,0.009058,no
'\'(29.666667-41.333333]\'',0,telephone,jul,0.201007,-0.351313,nonexistent,-1.909631,-1.91716,1.501575,-1.548436,-1.225523,0.083722,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.367886,-0.914668,0.159758,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.054625,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.358657,-0.914668,0.051331,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.0549,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.359811,-0.914668,0.02992,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.010431,no
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.272708,-0.914668,0.061762,no
'\'(29.666667-41.333333]\'',0,cellular,dec,-4.972949,3.340165,success,-1.973606,-1.495997,1.632164,-1.681686,-1.940895,0.106231,yes
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.77218,0.836434,0.023058,no
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776795,0.836434,0.018391,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.079605,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.371347,-0.914668,0.002196,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.344236,-0.914668,0.164699,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.122976,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.716804,0.332822,0.017019,no
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.165248,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.028548,no
'\'(29.666667-41.333333]\'',0,cellular,jun,0.201007,-0.351313,nonexistent,-1.909631,-1.064478,-0.06549,-1.362118,-1.225523,0.169366,yes
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.776218,0.836434,0.039253,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.32347,-0.914668,0.130662,yes
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.050782,no
'\'(-inf-29.666667]\'',0,cellular,nov,-4.967738,1.494426,success,-2.229505,-1.606466,2.263342,-1.677071,-2.022342,0.092781,yes
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.031567,no
'\'(41.333333-53]\'',1,telephone,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775641,0.836434,0.035136,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.01894,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0,no
'\'(53-64.666667]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.013999,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.102937,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.048586,no
'\'(41.333333-53]\'',0,telephone,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.306672,0.397979,0.068899,no
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,-1.909631,-2.379748,1.9804,-1.587661,-1.225523,0.151798,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.042273,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.020313,no
'\'(29.666667-41.333333]\'',0,telephone,apr,0.201007,3.340165,failure,-1.205908,-0.871158,-1.436671,-1.275592,-0.914668,0.017293,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.126544,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.061213,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.319432,-0.914668,0.024705,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.039802,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.306672,0.397979,0.044743,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.087565,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775641,0.836434,0.02196,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.18913,yes
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.064782,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.022234,no
'\'(53-64.666667]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.23053,0.397979,0.049959,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.024705,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.020587,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.717957,0.836434,0.19709,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.088114,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.054351,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.011529,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.053527,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.023881,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.716804,0.332822,0.088389,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.035959,no
'\'(53-64.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.03541,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.125721,yes
'\'(41.333333-53]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.23053,0.397979,0.218501,yes
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.041998,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.313664,-0.914668,0.067527,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.181718,yes
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.130387,no
'\'(29.666667-41.333333]\'',0,cellular,mar,0.201007,-0.351313,nonexistent,-1.205908,-1.271608,-2.06785,-1.106579,-0.914668,0.020587,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.086467,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.080977,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.059292,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.039528,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,-1.141933,0.820396,0.152158,-1.668419,-2.37392,0.005764,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.060115,no
'\'(53-64.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.076311,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.32347,-0.914668,0.031018,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.219325,no
'\'(-inf-29.666667]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.038979,no
'\'(53-64.666667]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.358657,-0.914668,0.016744,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.00247,no
'\'(29.666667-41.333333]\'',0,cellular,dec,0.201007,1.494426,failure,-1.973606,-1.495997,1.632164,-1.679955,-1.940895,0.100741,yes
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.00549,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.055998,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.029371,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,3.340165,failure,-1.141933,1.096569,0.043334,-1.572087,-2.37392,0.042822,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.716804,0.836434,0.073291,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.344236,-0.914668,0.063684,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.030744,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.033489,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.769296,0.836434,0.069448,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.196267,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.306672,0.397979,0.021136,no
'\'(41.333333-53]\'',1,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.716804,0.836434,0.173758,yes
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.095526,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.758084,2.049362,-2.241969,-1.485561,-2.754004,0.065331,yes
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.77218,0.836434,0.03843,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.038155,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.036783,no
'\'(53-64.666667]\'',0,cellular,sep,-4.98858,8.877383,success,-0.758084,1.068951,0.652748,-1.583047,-2.754004,0.129838,yes
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776218,0.836434,0.075487,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.367886,-0.914668,0.001647,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.063135,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.319432,-0.914668,0.056821,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776795,0.836434,0.034587,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.1098,no
'\'(-inf-29.666667]\'',0,telephone,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.062037,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.035959,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.716804,0.836434,0.012627,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.082624,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.306672,0.397979,0.278342,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.371347,-0.914668,0.152896,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.06286,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771026,0.836434,0.192149,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.031842,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.776218,0.836434,0.019764,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.053527,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,-1.141933,1.096569,0.043334,-1.600929,-2.37392,0.113917,yes
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.319432,-0.914668,0.032665,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.031293,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.034861,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.033489,no
'\'(-inf-29.666667]\'',0,cellular,oct,-4.98337,1.494426,success,-2.229505,-1.982751,2.959816,-1.655151,-2.022342,0.04392,no
'\'(53-64.666667]\'',1,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.286851,yes
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.019215,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.358657,-0.914668,0.089487,yes
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.30155,-0.914668,0.071644,yes
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.094702,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.32347,-0.914668,0.054625,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.023058,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.105133,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.021411,no
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,1.494426,failure,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.04941,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776795,0.836434,0.050782,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.017293,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.060115,no
'\'(53-64.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.059566,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.037057,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.307895,-0.914668,0.035685,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.122976,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.033763,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.11227,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.038979,no
'\'(-inf-29.666667]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.026352,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.033489,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.316223,yes
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.022234,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.037606,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.045567,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.053253,no
'\'(53-64.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.773334,0.836434,0.012901,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.10129,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.313664,-0.914668,0.071095,no
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.060115,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.371347,-0.914668,0.034587,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.717957,0.836434,0.111447,no
'\'(53-64.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.027999,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,-1.909631,-1.91716,1.501575,-1.557666,-1.225523,0.038155,yes
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.009882,no
